Source,Destination,Distance(M),Distance 4-digit(M)
City_10,City_14,683798,6837
City_10,City_37,755900,7559
City_10,City_30,446128,4461
City_10,City_5,1425835,1425
City_10,City_41,838097,8380
City_10,City_52,1755648,1755
City_10,City_26,118817,1188
City_10,City_21,1730518,1730
City_10,City_28,538473,5384
City_10,City_36,261521,2615
City_10,City_44,711427,7114
City_10,City_43,714029,7140
City_10,City_32,885195,8851
City_10,City_33,865376,8653
City_10,City_3,1250269,1250
City_10,City_9,600592,6005
City_10,City_34,572152,5721
City_10,City_59,875881,8758
City_10,City_16,1675658,1675
City_10,City_29,557744,5577
City_10,City_8,479422,4794
City_10,City_40,816765,8167
City_10,City_11,270345,2703
City_10,City_23,484678,4846
City_10,City_4,626002,6260
City_10,City_25,530491,5304
City_10,City_15,1654869,1654
City_10,City_27,555951,5559
City_10,City_55,1125257,1125
City_10,City_39,697808,6978
City_10,City_49,1203657,1203
City_10,City_17,1667925,1667
City_10,City_38,812317,8123
City_10,City_0,719389,7193
City_10,City_1,700091,7000
City_10,City_22,442936,4429
City_10,City_2,695738,6957
City_10,City_18,1666238,1666
City_10,City_50,1159441,1159
City_10,City_60,1690627,1690
City_10,City_7,1661715,1661
City_10,City_61,1210200,1210
City_32,City_24,771642,7716
City_32,City_47,352394,3523
City_32,City_31,685211,6852
City_32,City_54,2152917,2152
City_32,City_53,2166814,2166
City_32,City_19,896618,8966
City_32,City_12,989869,9898
City_32,City_46,533195,5331
City_32,City_45,531388,5313
City_32,City_51,637361,6373
City_32,City_6,1270089,1270
City_32,City_20,911768,9117
City_32,City_56,1209881,1209
City_32,City_35,1311594,1311
City_32,City_48,539019,5390
City_32,City_57,1265089,1265
City_32,City_58,1204776,1204
City_32,City_42,358680,3586
City_32,City_13,1265041,1265
City_32,City_14,1264420,1264
City_32,City_37,657508,6575
City_32,City_30,730600,7306
City_32,City_5,2293083,2293
City_32,City_41,814744,8147
City_32,City_52,1133599,1133
City_32,City_26,766760,7667
City_32,City_21,964816,9648
City_32,City_28,713579,7135
City_32,City_36,762480,7624
City_32,City_44,657355,6573
City_32,City_43,656128,6561
City_32,City_10,881350,8813
City_32,City_33,20891,2089
City_32,City_3,1844520,1844
City_32,City_9,1381158,1381
City_32,City_34,1282073,1282
City_32,City_59,1157887,1157
City_32,City_16,809509,8095
City_32,City_29,722056,7220
City_32,City_8,535684,5356
City_32,City_40,793412,7934
City_32,City_11,1076695,1076
City_32,City_23,595109,5951
City_32,City_4,1396384,1396
City_32,City_25,619652,6196
City_32,City_15,788720,7887
City_32,City_27,652074,6520
City_32,City_55,1992505,1992
City_32,City_39,509385,5093
City_32,City_49,555880,5558
City_32,City_17,801776,8017
City_32,City_38,656370,6563
City_32,City_0,686483,6864
City_32,City_1,707428,7074
City_32,City_22,599924,5999
City_32,City_2,687561,6875
City_32,City_18,800089,8000
City_32,City_50,583568,5835
City_32,City_60,1980977,1980
City_32,City_7,1514501,1514
City_32,City_61,563698,5636
City_33,City_24,770140,7701
City_33,City_47,354910,3549
City_33,City_31,680710,6807
City_33,City_54,2136322,2136
City_33,City_53,2150228,2150
City_33,City_19,899134,8991
City_33,City_12,973274,9732
City_33,City_46,518510,5185
City_33,City_45,516703,5167
City_33,City_51,648175,6481
City_33,City_6,1253494,1253
City_33,City_20,914284,9142
City_33,City_56,1193286,1193
City_33,City_35,1294999,1294
City_33,City_48,541535,5415
City_33,City_57,1237423,1237
City_33,City_58,1188181,1188
City_33,City_42,342085,3420
City_33,City_13,1248433,1248
City_33,City_14,1247825,1247
City_33,City_37,653007,6530
City_33,City_30,711221,7112
City_33,City_5,2276488,2276
City_33,City_41,798149,7981
City_33,City_52,1123166,1123
City_33,City_26,750165,7501
City_33,City_21,967332,9673
City_33,City_28,691281,6912
City_33,City_36,745893,7458
City_33,City_44,640760,6407
City_33,City_43,639533,6395
City_33,City_10,864763,8647
City_33,City_32,21195,2119
City_33,City_3,1827925,1827
City_33,City_9,1364563,1364
City_33,City_34,1265478,1265
City_33,City_59,1141292,1141
City_33,City_16,812025,8120
City_33,City_29,699758,6997
City_33,City_8,513386,5133
City_33,City_40,776817,7768
City_33,City_11,1060100,1060
City_33,City_23,572811,5728
City_33,City_4,1379789,1379
City_33,City_25,597354,5973
City_33,City_15,791237,7912
City_33,City_27,634308,6343
City_33,City_55,1975910,1975
City_33,City_39,504884,5048
City_33,City_49,576282,5762
City_33,City_17,804291,8042
City_33,City_38,650116,6501
City_33,City_0,681982,6819
City_33,City_1,702927,7029
City_33,City_22,577635,5776
City_33,City_2,683060,6830
City_33,City_18,802605,8026
City_33,City_50,603970,6039
City_33,City_60,1960892,1960
City_33,City_7,1497918,1497
City_33,City_61,584100,5841
City_3,City_24,1722124,1722
City_3,City_47,1797093,1797
City_3,City_31,1755191,1755
City_3,City_54,1485138,1485
City_3,City_53,1499035,1499
City_3,City_19,2531107,2531
City_3,City_12,981774,9817
City_3,City_46,1602350,1602
City_3,City_45,1603485,1603
City_3,City_51,2470371,2470
City_3,City_6,1474172,1474
City_3,City_20,2533408,2533
City_3,City_56,1528802,1528
City_3,City_35,681077,6810
City_3,City_48,1833896,1833
City_3,City_57,1575597,1575
City_3,City_58,1510314,1510
City_3,City_42,1491653,1491
City_3,City_13,574595,5745
City_3,City_14,571444,5714
City_3,City_37,1922921,1922
City_3,City_30,1613149,1613
City_3,City_5,1582301,1582
City_3,City_41,1099371,1099
City_3,City_52,1915988,1915
City_3,City_26,1297374,1297
City_3,City_21,2300448,2300
City_3,City_28,1705494,1705
City_3,City_36,1175421,1175
City_3,City_44,1237930,1237
City_3,City_43,1240532,1240
City_3,City_10,1210688,1210
City_3,City_32,1840952,1840
City_3,City_33,1821133,1821
City_3,City_9,1437649,1437
City_3,City_34,695299,6952
City_3,City_59,850689,8506
City_3,City_16,2388667,2388
City_3,City_29,1724988,1724
City_3,City_8,1657754,1657
City_3,City_40,1124330,1124
City_3,City_11,1252074,1252
City_3,City_23,1663010,1663
City_3,City_4,671708,6717
City_3,City_25,1708823,1708
City_3,City_15,2446018,2446
City_3,City_27,1745777,1745
City_3,City_55,1324951,1324
City_3,City_39,1876365,1876
City_3,City_49,2358076,2358
City_3,City_17,2423416,2423
City_3,City_38,1979561,1979
City_3,City_0,1868803,1868
City_3,City_1,1849505,1849
City_3,City_22,1621493,1621
City_3,City_2,1845378,1845
City_3,City_18,2430857,2430
City_3,City_50,2337773,2337
City_3,City_60,1168105,1168
City_3,City_7,1636064,1636
City_3,City_61,2365894,2365
City_9,City_24,849240,8492
City_9,City_47,1674645,1674
City_9,City_31,934563,9345
City_9,City_54,551456,5514
City_9,City_53,565353,5653
City_9,City_19,2269533,2269
City_9,City_12,621980,6219
City_9,City_46,1640409,1640
City_9,City_45,1641325,1641
City_9,City_51,1899278,1899
City_9,City_6,2007296,2007
City_9,City_20,2284682,2284
City_9,City_56,2059696,2059
City_9,City_35,770134,7701
City_9,City_48,1849663,1849
City_9,City_57,2106268,2106
City_9,City_58,2041209,2041
City_9,City_42,1301251,1301
City_9,City_13,980388,9803
City_9,City_14,982999,9829
City_9,City_37,1084205,1084
City_9,City_30,785274,7852
City_9,City_5,931268,9312
City_9,City_41,1402437,1402
City_9,City_52,2319988,2319
City_9,City_26,683822,6838
City_9,City_21,2279919,2279
City_9,City_28,883137,8831
City_9,City_36,845588,8455
City_9,City_44,1275768,1275
City_9,City_43,1278370,1278
City_9,City_10,608039,6080
City_9,City_32,1391963,1391
City_9,City_33,1372144,1372
City_9,City_3,1435385,1435
City_9,City_34,810091,8100
City_9,City_59,1440224,1440
City_9,City_16,2182424,2182
City_9,City_29,906110,9061
City_9,City_8,885381,8853
City_9,City_40,1381108,1381
City_9,City_11,359645,3596
City_9,City_23,867747,8677
City_9,City_4,786118,7861
City_9,City_25,915514,9155
City_9,City_15,2161636,2161
City_9,City_27,895097,8950
City_9,City_55,631638,6316
City_9,City_39,1082831,1082
City_9,City_49,1571217,1571
City_9,City_17,2174691,2174
City_9,City_38,1140622,1140
City_9,City_0,995919,9959
City_9,City_1,976620,9766
City_9,City_22,827959,8279
City_9,City_2,972268,9722
City_9,City_18,2173005,2173
City_9,City_50,1527001,1527
City_9,City_60,2104024,2104
City_9,City_7,2226055,2226
City_9,City_61,1577760,1577
City_34,City_24,1045306,1045
City_34,City_47,1306573,1306
City_34,City_31,1078370,1078
City_34,City_54,1029305,1029
City_34,City_53,1043202,1043
City_34,City_19,2040366,2040
City_34,City_12,325099,3250
City_34,City_46,1213501,1213
City_34,City_45,1214415,1214
City_34,City_51,1904276,1904
City_34,City_6,1487549,1487
City_34,City_20,2042667,2042
City_34,City_56,1539950,1539
City_34,City_35,71915,7191
City_34,City_48,1445045,1445
City_34,City_57,1586523,1586
City_34,City_58,1521462,1521
City_34,City_42,956650,9566
City_34,City_13,274186,2741
City_34,City_14,276797,2767
City_34,City_37,1246100,1246
City_34,City_30,936329,9363
City_34,City_5,1169471,1169
City_34,City_41,949323,9493
City_34,City_52,1893082,1893
City_34,City_26,620330,6203
City_34,City_21,1892136,1892
City_34,City_28,1028673,1028
City_34,City_36,548383,5483
City_34,City_44,848860,8488
City_34,City_43,851462,8514
City_34,City_10,533644,5336
City_34,City_32,1283738,1283
City_34,City_33,1263931,1263
City_34,City_3,688097,6880
City_34,City_9,810328,8103
City_34,City_59,882123,8821
City_34,City_16,1940411,1940
City_34,City_29,1047944,1047
City_34,City_8,980935,9809
City_34,City_40,954200,9542
City_34,City_11,596295,5962
City_34,City_23,986191,9861
City_34,City_4,202534,2025
City_34,City_25,1032004,1032
City_34,City_15,1955498,1955
City_34,City_27,1068958,1068
City_34,City_55,868893,8688
City_34,City_39,1199321,1199
City_34,City_49,1705170,1705
City_34,City_17,1932678,1932
City_34,City_38,1302519,1302
City_34,City_0,1191985,1191
City_34,City_1,1172687,1172
City_34,City_22,944449,9444
City_34,City_2,1168333,1168
City_34,City_18,1940116,1940
City_34,City_50,1661031,1661
City_34,City_60,1463304,1463
City_34,City_7,1674684,1674
City_34,City_61,1711790,1711
City_59,City_24,1333270,1333
City_59,City_47,1048480,1048
City_59,City_31,1326565,1326
City_59,City_54,1905899,1905
City_59,City_53,1919796,1919
City_59,City_19,1782273,1782
City_59,City_12,815610,8156
City_59,City_46,853737,8537
City_59,City_45,854653,8546
City_59,City_51,1748546,1748
City_59,City_6,640976,6409
City_59,City_20,1784574,1784
City_59,City_56,713372,7133
City_59,City_35,948509,9485
City_59,City_48,1085281,1085
City_59,City_57,759944,7599
City_59,City_58,694885,6948
City_59,City_42,764421,7644
City_59,City_13,619850,6198
City_59,City_14,619546,6195
City_59,City_37,1468244,1468
City_59,City_30,1217340,1217
City_59,City_5,2063990,2063
City_59,City_41,321859,3218
City_59,City_52,1100559,1100
City_59,City_26,863064,8630
City_59,City_21,1551833,1551
City_59,City_28,1276867,1276
City_59,City_36,703234,7032
City_59,City_44,489096,4890
City_59,City_43,491698,4916
City_59,City_10,877409,8774
City_59,City_32,1118918,1118
City_59,City_33,1099099,1099
City_59,City_3,850950,8509
City_59,City_9,1443133,1443
City_59,City_34,882655,8826
City_59,City_16,1639833,1639
City_59,City_29,1296138,1296
City_59,City_8,1089052,1089
City_59,City_40,330553,3305
City_59,City_11,1140646,1140
City_59,City_23,1145042,1145
City_59,City_4,1097053,1097
City_59,City_25,1201842,1201
City_59,City_15,1697405,1697
City_59,City_27,1238796,1238
City_59,City_55,1745487,1745
City_59,City_39,1302845,1302
City_59,City_49,1664953,1664
City_59,City_17,1674582,1674
City_59,City_38,1510636,1510
City_59,City_0,1434036,1434
City_59,City_1,1415077,1415
City_59,City_22,1110468,1110
City_59,City_2,1412168,1412
City_59,City_18,1682023,1682
City_59,City_50,1692641,1692
City_59,City_60,841244,8412
City_59,City_7,802869,8028
City_59,City_61,1672771,1672
City_16,City_24,1524959,1524
City_16,City_47,642087,6420
City_16,City_31,1438529,1438
City_16,City_54,2929208,2929
City_16,City_53,2943105,2943
City_16,City_19,165407,1654
City_16,City_12,1772205,1772
City_16,City_46,800076,8000
City_16,City_45,798264,7982
City_16,City_51,645039,6450
City_16,City_6,1423157,1423
City_16,City_20,147166,1471
City_16,City_56,1257111,1257
City_16,City_35,2006477,2006
City_16,City_48,566292,5662
City_16,City_57,1252265,1252
City_16,City_58,1273147,1273
City_16,City_42,1007714,1007
City_16,City_13,1872188,1872
City_16,City_14,1871567,1871
City_16,City_37,1385719,1385
City_16,City_30,1522856,1522
City_16,City_5,3069375,3069
City_16,City_41,1339863,1339
City_16,City_52,883950,8839
City_16,City_26,1561808,1561
City_16,City_21,455089,4550
City_16,City_28,1485617,1485
City_16,City_36,1529049,1529
City_16,City_44,1164112,1164
City_16,City_43,1164532,1164
City_16,City_10,1676398,1676
City_16,City_32,810886,8108
City_16,City_33,812418,8124
City_16,City_3,2443004,2443
City_16,City_9,2176208,2176
City_16,City_34,1940623,1940
City_16,City_59,1679389,1679
City_16,City_29,1480185,1480
City_16,City_8,1325030,1325
City_16,City_40,1318531,1318
City_16,City_11,1872065,1872
City_16,City_23,1384455,1384
City_16,City_4,2121143,2121
City_16,City_25,1408998,1408
City_16,City_15,102962,1029
City_16,City_27,1416671,1416
City_16,City_55,2768796,2768
City_16,City_39,1283758,1283
City_16,City_49,1011438,1011
City_16,City_17,41293,4129
City_16,City_38,1378558,1378
City_16,City_0,1448046,1448
City_16,City_1,1468991,1468
City_16,City_22,1389270,1389
City_16,City_2,1449124,1449
City_16,City_18,75266,7526
City_16,City_50,1062845,1062
City_16,City_60,2431163,2431
City_16,City_7,1531065,1531
City_16,City_61,1009056,1009
City_29,City_24,113126,1131
City_29,City_47,1054040,1054
City_29,City_31,50315,5031
City_29,City_54,1772571,1772
City_29,City_53,1786468,1786
City_29,City_19,1549010,1549
City_29,City_12,802487,8024
City_29,City_46,1080603,1080
City_29,City_45,1081620,1081
City_29,City_51,1063196,1063
City_29,City_6,1622804,1622
City_29,City_20,1570375,1570
City_29,City_56,1571218,1571
City_29,City_35,1055284,1055
City_29,City_48,1232638,1232
City_29,City_57,1615355,1615
City_29,City_58,1566113,1566
City_29,City_42,714090,7140
City_29,City_13,1220849,1220
City_29,City_14,1220228,1220
City_29,City_37,218045,2180
City_29,City_30,123863,1238
City_29,City_5,1912738,1912
City_29,City_41,1075709,1075
City_29,City_52,1759358,1759
City_29,City_26,487347,4873
City_29,City_21,1659314,1659
City_29,City_28,26848,2684
City_29,City_36,645685,6456
City_29,City_44,933441,9334
City_29,City_43,932214,9322
City_29,City_10,557828,5578
City_29,City_32,724853,7248
City_29,City_33,712309,7123
City_29,City_3,1726314,1726
City_29,City_9,898153,8981
City_29,City_34,1048197,1048
City_29,City_59,1277509,1277
City_29,City_16,1479207,1479
City_29,City_8,208654,2086
City_29,City_40,1054377,1054
City_29,City_11,594011,5940
City_29,City_23,152640,1526
City_29,City_4,1102142,1102
City_29,City_25,111374,1113
City_29,City_15,1438098,1438
City_29,City_27,76405,7640
City_29,City_55,1612158,1612
City_29,City_39,239545,2395
City_29,City_49,686968,6869
City_29,City_17,1474578,1474
City_29,City_38,274462,2744
City_29,City_0,157787,1577
City_29,City_1,138828,1388
City_29,City_22,182653,1826
City_29,City_2,135919,1359
City_29,City_18,1461475,1461
City_29,City_50,642752,6427
City_29,City_60,2100599,2100
City_29,City_7,1875840,1875
City_29,City_61,693511,6935
City_8,City_24,315821,3158
City_8,City_47,855612,8556
City_8,City_31,286533,2865
City_8,City_54,1744620,1744
City_8,City_53,1758518,1758
City_8,City_19,1393319,1393
City_8,City_12,691236,6912
City_8,City_46,882175,8821
City_8,City_45,883192,8831
City_8,City_51,1024310,1024
City_8,City_6,1432347,1432
City_8,City_20,1414684,1414
City_8,City_56,1380761,1380
City_8,City_35,1028626,1028
City_8,City_48,1034210,1034
City_8,City_57,1424898,1424
City_8,City_58,1375652,1375
City_8,City_42,523629,5236
City_8,City_13,1098856,1098
City_8,City_14,1098235,1098
City_8,City_37,416559,4165
City_8,City_30,207320,2073
City_8,City_5,1884788,1884
City_8,City_41,885252,8852
City_8,City_52,1560930,1560
City_8,City_26,376096,3760
City_8,City_21,1460886,1460
City_8,City_28,236836,2368
City_8,City_36,523692,5236
City_8,City_44,742984,7429
City_8,City_43,741757,7417
City_8,City_10,481112,4811
City_8,City_32,534572,5345
City_8,City_33,513881,5138
City_8,City_3,1664817,1664
City_8,City_9,880719,8807
City_8,City_34,1005767,1005
City_8,City_59,1087052,1087
City_8,City_16,1324160,1324
City_8,City_29,210781,2107
City_8,City_40,863920,8639
City_8,City_11,576577,5765
City_8,City_23,63984,6398
City_8,City_4,1079458,1079
City_8,City_25,108377,1083
City_8,City_15,1282408,1282
City_8,City_27,145331,1453
City_8,City_55,1584209,1584
City_8,City_39,251160,2511
City_8,City_49,748856,7488
City_8,City_17,1316427,1316
City_8,City_38,458952,4589
City_8,City_0,394005,3940
City_8,City_1,375046,3750
City_8,City_22,76644,7664
City_8,City_2,372137,3721
City_8,City_18,1305784,1305
City_8,City_50,750506,7505
City_8,City_60,1910142,1910
City_8,City_7,1685383,1685
City_8,City_61,756674,7566
City_40,City_24,1104157,1104
City_40,City_47,724864,7248
City_40,City_31,1092687,1092
City_40,City_54,1943450,1943
City_40,City_53,1957347,1957
City_40,City_19,1458657,1458
City_40,City_12,782910,7829
City_40,City_46,530121,5301
City_40,City_45,531035,5310
City_40,City_51,1424930,1424
City_40,City_6,625289,6252
City_40,City_20,1460958,1460
City_40,City_56,677690,6776
City_40,City_35,1020719,1020
City_40,City_48,761665,7616
City_40,City_57,724261,7242
City_40,City_58,659202,6592
City_40,City_42,440805,4408
City_40,City_13,731444,7314
City_40,City_14,731140,7311
City_40,City_37,1240574,1240
City_40,City_30,990607,9906
City_40,City_5,2083617,2083
City_40,City_41,26442,2644
City_40,City_52,1064878,1064
City_40,City_26,757227,7572
City_40,City_21,1228217,1228
City_40,City_28,1042990,1042
City_40,City_36,600610,6006
City_40,City_44,165480,1654
City_40,City_43,168082,1680
City_40,City_10,816572,8165
City_40,City_32,795302,7953
City_40,City_33,775483,7754
City_40,City_3,1144879,1144
City_40,City_9,1382282,1382
City_40,City_34,954865,9548
City_40,City_59,351118,3511
City_40,City_16,1316217,1316
City_40,City_29,1060929,1060
City_40,City_8,861382,8613
City_40,City_11,1079795,1079
City_40,City_23,917372,9173
City_40,City_4,1135385,1135
City_40,City_25,974172,9741
City_40,City_15,1373789,1373
City_40,City_27,1011126,1011
City_40,City_55,1783038,1783
City_40,City_39,1084309,1084
City_40,City_49,1341337,1341
City_40,City_17,1350966,1350
City_40,City_38,1282967,1282
City_40,City_0,1200159,1200
City_40,City_1,1181200,1181
City_40,City_22,882798,8827
City_40,City_2,1178291,1178
City_40,City_18,1358407,1358
City_40,City_50,1369025,1369
City_40,City_60,1174208,1174
City_40,City_7,844053,8440
City_40,City_61,1349155,1349
City_11,City_24,536645,5366
City_11,City_47,1362050,1362
City_11,City_31,621969,6219
City_11,City_54,1229682,1229
City_11,City_53,1243579,1243
City_11,City_19,1956939,1956
City_11,City_12,362376,3623
City_11,City_46,1317436,1317
City_11,City_45,1318350,1318
City_11,City_51,1586683,1586
City_11,City_6,1684323,1684
City_11,City_20,1972087,1972
City_11,City_56,1736724,1736
City_11,City_35,585880,5858
City_11,City_48,1540648,1540
City_11,City_57,1783295,1783
City_11,City_58,1718236,1718
City_11,City_42,988656,9886
City_11,City_13,744700,7447
City_11,City_14,747311,7473
City_11,City_37,771610,7716
City_11,City_30,472679,4726
City_11,City_5,1369849,1369
City_11,City_41,1079467,1079
City_11,City_52,1996675,1996
City_11,City_26,371227,3712
City_11,City_21,1967324,1967
City_11,City_28,570543,5705
City_11,City_36,522615,5226
City_11,City_44,952456,9524
City_11,City_43,955397,9553
City_11,City_10,270054,2700
City_11,City_32,1079368,1079
City_11,City_33,1059549,1059
City_11,City_3,1251131,1251
City_11,City_9,351994,3519
City_11,City_34,597407,5974
City_11,City_59,1117251,1117
City_11,City_16,1869828,1869
City_11,City_29,593516,5935
City_11,City_8,572786,5727
City_11,City_40,1058135,1058
City_11,City_23,555152,5551
City_11,City_4,601867,6018
City_11,City_25,602919,6029
City_11,City_15,1848702,1848
City_11,City_27,582502,5825
City_11,City_55,1069270,1069
City_11,City_39,770236,7702
City_11,City_49,1258622,1258
City_11,City_17,1861756,1861
City_11,City_38,828027,8280
City_11,City_0,683324,6833
City_11,City_1,664026,6640
City_11,City_22,515364,5153
City_11,City_2,659673,6596
City_11,City_18,1860410,1860
City_11,City_50,1214067,1214
City_11,City_60,1868336,1868
City_11,City_7,1903087,1903
City_11,City_61,1264826,1264
City_23,City_24,220652,2206
City_23,City_47,913046,9130
City_23,City_31,191489,1914
City_23,City_54,1726092,1726
City_23,City_53,1739989,1739
City_23,City_19,1450753,1450
City_23,City_12,694972,6949
City_23,City_46,939609,9396
City_23,City_45,940626,9406
City_23,City_51,1081744,1081
City_23,City_6,1481810,1481
City_23,City_20,1472118,1472
City_23,City_56,1430224,1430
City_23,City_35,1019566,1019
City_23,City_48,1091644,1091
City_23,City_57,1474361,1474
City_23,City_58,1425119,1425
City_23,City_42,573096,5730
City_23,City_13,1108121,1108
City_23,City_14,1107500,1107
City_23,City_37,336472,3364
City_23,City_30,159938,1599
City_23,City_5,1866259,1866
City_23,City_41,934715,9347
City_23,City_52,1618364,1618
City_23,City_26,379832,3798
City_23,City_21,1518320,1518
City_23,City_28,141792,1417
City_23,City_36,532957,5329
City_23,City_44,792447,7924
City_23,City_43,791220,7912
City_23,City_10,484848,4848
City_23,City_32,592006,5920
City_23,City_33,571315,5713
City_23,City_3,1668553,1668
City_23,City_9,862190,8621
City_23,City_34,1009503,1009
City_23,City_59,1136515,1136
City_23,City_16,1381594,1381
City_23,City_29,153935,1539
City_23,City_8,67660,6766
City_23,City_40,913383,9133
City_23,City_11,557727,5577
City_23,City_4,1066424,1066
City_23,City_25,57890,5789
City_23,City_15,1339841,1339
City_23,City_27,94844,9484
City_23,City_55,1565680,1565
City_23,City_39,225207,2252
City_23,City_49,731133,7311
City_23,City_17,1373861,1373
City_23,City_38,385004,3850
City_23,City_0,298961,2989
City_23,City_1,280002,2800
City_23,City_22,47867,4786
City_23,City_2,277093,2770
City_23,City_18,1363218,1363
City_23,City_50,686917,6869
City_23,City_60,1959605,1959
City_23,City_7,1734846,1734
City_23,City_61,737676,7376
City_4,City_24,1083104,1083
City_4,City_47,1487226,1487
City_4,City_31,1137844,1137
City_4,City_54,843114,8431
City_4,City_53,857011,8570
City_4,City_19,2221021,2221
City_4,City_12,434392,4343
City_4,City_46,1394154,1394
City_4,City_45,1395068,1395
City_4,City_51,2013569,2013
City_4,City_6,1683980,1683
City_4,City_20,2223320,2223
City_4,City_56,1736381,1736
City_4,City_35,136696,1366
City_4,City_48,1625698,1625
City_4,City_57,1782952,1782
City_4,City_58,1717893,1717
City_4,City_42,1136874,1136
City_4,City_13,470617,4706
City_4,City_14,473228,4732
City_4,City_37,1318069,1318
City_4,City_30,995803,9958
City_4,City_5,983281,9832
City_4,City_41,1145754,1145
City_4,City_52,2073732,2073
City_4,City_26,695673,6956
City_4,City_21,2072789,2072
City_4,City_28,1088147,1088
City_4,City_36,657676,6576
City_4,City_44,1029513,1029
City_4,City_43,1032115,1032
City_4,City_10,608987,6089
City_4,City_32,1399664,1399
City_4,City_33,1379845,1379
City_4,City_3,667980,6679
City_4,City_9,782317,7823
City_4,City_34,201409,2014
City_4,City_59,1078554,1078
City_4,City_16,2121061,2121
City_4,City_29,1107418,1107
City_4,City_8,1056278,1056
City_4,City_40,1134853,1134
City_4,City_11,596968,5969
City_4,City_23,1061534,1061
City_4,City_25,1107347,1107
City_4,City_15,2122558,2122
City_4,City_27,1144301,1144
City_4,City_55,682702,6827
City_4,City_39,1274664,1274
City_4,City_49,1780590,1780
City_4,City_17,2113328,2113
City_4,City_38,1374486,1374
City_4,City_0,1229783,1229
City_4,City_1,1210486,1210
City_4,City_22,1019792,1019
City_4,City_2,1206132,1206
City_4,City_18,2120769,2120
City_4,City_50,1736374,1736
City_4,City_60,1627879,1627
City_4,City_7,1871115,1871
City_4,City_61,1787133,1787
City_25,City_24,185920,1859
City_25,City_47,947205,9472
City_25,City_31,146465,1464
City_25,City_54,1771302,1771
City_25,City_53,1785199,1785
City_25,City_19,1455193,1455
City_25,City_12,739828,7398
City_25,City_46,973768,9737
City_25,City_45,974785,9747
City_25,City_51,1045776,1045
City_25,City_6,1536492,1536
City_25,City_20,1476558,1476
City_25,City_56,1484906,1484
City_25,City_35,1064776,1064
City_25,City_48,1125803,1125
City_25,City_57,1529043,1529
City_25,City_58,1479801,1479
City_25,City_42,627778,6277
City_25,City_13,1152977,1152
City_25,City_14,1152356,1152
City_25,City_37,284701,2847
City_25,City_30,154921,1549
City_25,City_5,1911469,1911
City_25,City_41,989397,9893
City_25,City_52,1652523,1652
City_25,City_26,424688,4246
City_25,City_21,1552479,1552
City_25,City_28,101358,1013
City_25,City_36,577813,5778
City_25,City_44,847129,8471
City_25,City_43,845902,8459
City_25,City_10,529704,5297
City_25,City_32,596323,5963
City_25,City_33,605474,6054
City_25,City_3,1713409,1713
City_25,City_9,907400,9074
City_25,City_34,1054359,1054
City_25,City_59,1191197,1191
City_25,City_16,1385390,1385
City_25,City_29,108523,1085
City_25,City_8,122342,1223
City_25,City_40,968065,9680
City_25,City_11,602937,6029
City_25,City_23,57913,5791
City_25,City_4,1111634,1111
City_25,City_15,1344281,1344
City_25,City_27,43073,4307
City_25,City_55,1610890,1610
City_25,City_39,173436,1734
City_25,City_49,679362,6793
City_25,City_17,1380761,1380
City_25,City_38,333233,3332
City_25,City_0,253937,2539
City_25,City_1,234978,2349
City_25,City_22,96233,9623
City_25,City_2,232069,2320
City_25,City_18,1367658,1367
City_25,City_50,635146,6351
City_25,City_60,2014287,2014
City_25,City_7,1789528,1789
City_25,City_61,685905,6859
City_15,City_24,1486055,1486
City_15,City_47,658920,6589
City_15,City_31,1399624,1399
City_15,City_54,2928120,2928
City_15,City_53,2942017,2942
City_15,City_19,122723,1227
City_15,City_12,1765071,1765
City_15,City_46,863538,8635
City_15,City_45,861731,8617
City_15,City_51,552707,5527
City_15,City_6,1474338,1474
City_15,City_20,144088,1440
City_15,City_56,1355672,1355
City_15,City_35,2023310,2023
City_15,City_48,622691,6226
City_15,City_57,1350826,1350
City_15,City_58,1371708,1371
City_15,City_42,1024547,1024
City_15,City_13,1889021,1889
City_15,City_14,1888400,1888
City_15,City_37,1346815,1346
City_15,City_30,1479131,1479
City_15,City_5,3068287,3068
City_15,City_41,1397636,1397
City_15,City_52,982511,9825
City_15,City_26,1541962,1541
City_15,City_21,553650,5536
City_15,City_28,1446713,1446
City_15,City_36,1518492,1518
City_15,City_44,1221885,1221
City_15,City_43,1222300,1222
City_15,City_10,1656552,1656
City_15,City_32,791040,7910
City_15,City_33,792572,7925
City_15,City_3,2459837,2459
City_15,City_9,2156361,2156
City_15,City_34,1957456,1957
City_15,City_59,1737162,1737
City_15,City_16,102949,1029
City_15,City_29,1441281,1441
City_15,City_8,1284215,1284
City_15,City_40,1376304,1376
City_15,City_11,1851898,1851
City_15,City_23,1343640,1343
City_15,City_4,2124411,2124
City_15,City_25,1368183,1368
City_15,City_27,1377767,1377
City_15,City_55,2767708,2767
City_15,City_39,1244854,1244
City_15,City_49,919106,9191
City_15,City_17,92272,9227
City_15,City_38,1339654,1339
City_15,City_0,1409142,1409
City_15,City_1,1430087,1430
City_15,City_22,1348455,1348
City_15,City_2,1410220,1410
City_15,City_18,58669,5866
City_15,City_50,970513,9705
City_15,City_60,2487562,2487
City_15,City_7,1629626,1629
City_15,City_61,916725,9167
City_27,City_24,172042,1720
City_27,City_47,1005492,1005
City_27,City_31,114585,1145
